method,training_year,holding_year,code,eligible,estimated_contribution,locked,lock_order,rank,group,selected
rolling_sequential_forward,2025,2026,159329.SZ,True,-0.3558713820536048,False,,27,global,False
rolling_sequential_forward,2025,2026,513750.SH,True,-0.36511393945565107,False,,28,hong_kong,False
rolling_sequential_forward,2025,2026,513080.SH,True,-0.4419554306449627,False,,29,global,False
rolling_sequential_forward,2025,2026,510880.SH,True,-0.46338159710314364,False,,30,a_share,False
rolling_sequential_forward,2025,2026,159201.SZ,True,-0.46676829279488863,False,,31,a_share,False
rolling_sequential_forward,2025,2026,513070.SH,True,-0.4689579921198217,False,,32,hong_kong,False
rolling_sequential_forward,2025,2026,513500.SH,True,-0.4758166346236712,False,,33,global,False
rolling_sequential_forward,2025,2026,513310.SH,True,-0.48709141782123977,False,,34,global,False
rolling_sequential_forward,2025,2026,512170.SH,True,-0.5244697767337201,False,,35,a_share,False
rolling_sequential_forward,2025,2026,510180.SH,True,-0.5326209477246402,False,,36,a_share,False
rolling_sequential_forward,2025,2026,515880.SH,True,-0.5448535790350411,False,,37,a_share,False
rolling_sequential_forward,2025,2026,159851.SZ,True,-0.569647387631637,False,,38,a_share,False
rolling_sequential_forward,2025,2026,159206.SZ,True,-0.5814220056515675,False,,39,a_share,False
rolling_sequential_forward,2025,2026,159209.SZ,True,-0.5846071712757999,False,,40,a_share,False
rolling_sequential_forward,2025,2026,516150.SH,True,-0.6243050598083295,False,,41,a_share,False
rolling_sequential_forward,2025,2026,513180.SH,True,-0.6905258559484211,False,,42,hong_kong,False
rolling_sequential_forward,2025,2026,563300.SH,True,-0.6938872794395775,False,,43,a_share,False
rolling_sequential_forward,2025,2026,588200.SH,True,-0.7005717801991918,False,,44,a_share,False
rolling_sequential_forward,2025,2026,159901.SZ,True,-0.7246895091467147,False,,45,a_share,False
rolling_sequential_forward,2025,2026,159967.SZ,True,-0.7246895091467147,False,,46,a_share,False
rolling_sequential_forward,2025,2026,513100.SH,True,-0.7293293971574087,False,,47,global,False
rolling_sequential_forward,2025,2026,512660.SH,True,-0.7422096273691234,False,,48,a_share,False
rolling_sequential_forward,2025,2026,159985.SZ,True,-0.7582058102970111,False,,49,commodity,False
rolling_sequential_forward,2025,2026,512880.SH,True,-0.7613960417079706,False,,50,a_share,False
rolling_sequential_forward,2025,2026,159518.SZ,True,-0.7664201278742675,False,,51,global,False
rolling_sequential_forward,2025,2026,512200.SH,True,-0.7873681361678302,False,,52,a_share,False
rolling_sequential_forward,2025,2026,159766.SZ,True,-0.7912870804404536,False,,53,a_share,False
rolling_sequential_forward,2025,2026,588000.SH,True,-0.7963742549408522,False,,54,a_share,False
rolling_sequential_forward,2025,2026,159869.SZ,True,-0.8402791111692907,False,,55,a_share,False
rolling_sequential_forward,2025,2026,510300.SH,True,-0.9068586408231999,False,,56,a_share,False
rolling_sequential_forward,2025,2026,588220.SH,True,-0.908238515715672,False,,57,a_share,False
rolling_sequential_forward,2025,2026,562500.SH,True,-0.9388933776126894,False,,58,a_share,False
rolling_sequential_forward,2025,2026,159915.SZ,True,-0.97412923985931,False,,59,a_share,False
rolling_sequential_forward,2025,2026,159825.SZ,True,-1.0781365489681562,False,,60,a_share,False
rolling_sequential_forward,2025,2026,159928.SZ,True,-1.1764408034048734,False,,61,a_share,False
rolling_sequential_forward,2025,2026,515790.SH,True,-1.1977286558768054,False,,62,a_share,False
rolling_sequential_forward,2025,2026,510050.SH,True,-1.3096150967056355,False,,63,a_share,False
rolling_sequential_forward,2025,2026,159611.SZ,True,-1.4994384342096738,False,,64,a_share,False
rolling_sequential_forward,2025,2026,515220.SH,True,-1.6711109644903777,False,,65,a_share,False
rolling_sequential_forward,2025,2026,515210.SH,True,-1.8243092673978638,False,,66,a_share,False
rolling_sequential_forward,2025,2026,159796.SZ,True,,False,,67,a_share,False
rolling_sequential_forward,2025,2026,159865.SZ,True,,False,,68,a_share,False
rolling_sequential_forward,2025,2026,159870.SZ,True,,False,,69,a_share,False
rolling_sequential_forward,2025,2026,512040.SH,True,,False,,70,a_share,False
rolling_sequential_forward,2025,2026,512800.SH,True,,False,,71,a_share,False
rolling_sequential_forward,2025,2026,520870.SH,False,,False,,,global,False
