method,training_period,holding_period,code,eligible,retained_contribution,eliminated,elimination_order,rank,group,selected
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159980.SZ,True,-inf,True,11.0,61,commodity,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510050.SH,True,-inf,True,5.0,62,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510180.SH,True,-inf,True,3.0,63,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510210.SH,True,-inf,True,1.0,64,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512170.SH,True,-inf,True,8.0,65,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512800.SH,True,-inf,True,10.0,66,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513030.SH,True,-inf,True,9.0,67,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515210.SH,True,-inf,True,12.0,68,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515220.SH,True,-inf,True,2.0,69,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,516150.SH,True,-inf,True,6.0,70,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,520870.SH,True,-inf,True,15.0,71,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,562500.SH,True,-inf,True,7.0,72,a_share,False
