method,training_period,holding_period,code,eligible,sampling_probability,rank,group,selected
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159920.SZ,True,0.07375957912848263,1,hong_kong,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513180.SH,True,0.07375957912848263,2,hong_kong,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513500.SH,True,0.07375957912848263,3,global,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,501018.SH,True,0.07367520412848264,4,commodity,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,164824.SZ,True,0.07115889292670222,5,global,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,161226.SZ,True,0.06625539555491887,6,commodity,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159981.SZ,True,0.06515192745402866,7,commodity,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,515880.SH,True,0.05641689546835263,8,a_share,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159980.SZ,True,0.051498517785347225,9,commodity,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513030.SH,True,0.043994334211783455,10,global,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513100.SH,True,0.04297524111089325,11,global,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,510880.SH,True,0.03978894587455647,12,a_share,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512200.SH,True,0.03443708412521722,13,a_share,True
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159985.SZ,True,0.03308550698977065,14,commodity,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,160644.SZ,True,0.030552679854324076,15,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159865.SZ,True,0.02149834891270259,16,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513080.SH,True,0.01947510263231127,17,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512100.SH,True,0.01565036989597449,18,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,516150.SH,True,0.014960339295084283,19,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513880.SH,True,0.013581454183271387,20,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512040.SH,True,0.012681454183271388,21,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159851.SZ,True,0.011082677291579992,22,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,518880.SH,True,0.00650492168696415,23,commodity,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159949.SZ,True,0.004568644795272755,24,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159825.SZ,True,0.004315519795272755,25,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,515210.SH,True,0.004315519795272755,26,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512660.SH,True,0.003910068474261048,27,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159870.SZ,True,0.00236503787337084,28,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159915.SZ,True,0.00236503787337084,29,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,510210.SH,True,0.00236503787337084,30,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159869.SZ,True,0.001852854082569653,31,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512880.SH,True,0.001852854082569653,32,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159967.SZ,True,0.001776916582569653,33,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159901.SZ,True,0.0015997290825696528,34,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,515220.SH,True,0.0015997290825696528,35,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,515790.SH,True,0.0015997290825696528,36,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159766.SZ,True,0.0015237915825696527,37,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159852.SZ,True,0.0015237915825696527,38,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159928.SZ,True,0.0015237915825696527,39,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,510050.SH,True,0.0015237915825696527,40,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,510180.SH,True,0.0015237915825696527,41,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,510300.SH,True,0.0015237915825696527,42,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,510500.SH,True,0.0015237915825696527,43,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512170.SH,True,0.0015237915825696527,44,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512400.SH,True,0.0015237915825696527,45,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512800.SH,True,0.0015237915825696527,46,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512890.SH,True,0.0015237915825696527,47,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512980.SH,True,0.0015237915825696527,48,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,588000.SH,True,0.0015237915825696527,49,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159201.SZ,False,,,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159206.SZ,False,,,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159209.SZ,False,,,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159326.SZ,False,,,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159329.SZ,False,,,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159509.SZ,False,,,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159518.SZ,False,,,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159529.SZ,False,,,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159611.SZ,False,,,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159687.SZ,False,,,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159796.SZ,False,,,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513070.SH,False,,,hong_kong,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513120.SH,False,,,hong_kong,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513290.SH,False,,,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513310.SH,False,,,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513400.SH,False,,,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513730.SH,False,,,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513750.SH,False,,,hong_kong,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,520870.SH,False,,,global,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,562500.SH,False,,,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,563300.SH,False,,,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,588200.SH,False,,,a_share,False
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,588220.SH,False,,,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513070.SH,True,0.07344664261049051,1,hong_kong,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,501018.SH,True,0.07336264261049051,2,commodity,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513500.SH,True,0.07336264261049051,3,global,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513180.SH,True,0.07263547101285737,4,hong_kong,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,164824.SZ,True,0.07243753247833193,5,global,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,160644.SZ,True,0.06484256048305347,6,global,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159981.SZ,True,0.060209194566955906,7,commodity,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,518880.SH,True,0.05969159403187175,8,commodity,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159985.SZ,True,0.054578381370520096,9,commodity,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513080.SH,True,0.04931347638481292,10,global,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159980.SZ,True,0.0450954353210944,11,commodity,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,515790.SH,True,0.04150893332698549,12,a_share,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513880.SH,True,0.033708207541876985,13,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159611.SZ,True,0.025869635546598536,14,a_share,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159949.SZ,True,0.025299711213256512,15,a_share,True
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159915.SZ,True,0.0166602280316983,16,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,510180.SH,True,0.015651117899539713,17,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,510050.SH,True,0.015089593566197688,18,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159796.SZ,True,0.013817808648438387,19,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159901.SZ,True,0.013566181429503478,20,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,515210.SH,True,0.012947507280070684,21,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512170.SH,True,0.011105798028969362,22,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512100.SH,True,0.01077857081003445,23,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,510210.SH,True,0.005385701885028177,24,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,562500.SH,True,0.004377075547150534,25,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159852.SZ,True,0.004301475547150535,26,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512660.SH,True,0.004301475547150535,27,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512980.SH,True,0.004301475547150535,28,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512800.SH,True,0.002673691265559151,29,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,161226.SZ,True,0.0023726779454329877,30,commodity,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,516150.SH,True,0.0023464640466242396,31,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159920.SZ,True,0.002288677945432988,32,hong_kong,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159851.SZ,True,0.0018410921466164194,33,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159869.SZ,True,0.0018410921466164194,34,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,510880.SH,True,0.001589464927681508,35,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513030.SH,True,0.001589464927681508,36,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513100.SH,True,0.001589464927681508,37,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159766.SZ,True,0.0015138649276815082,38,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159825.SZ,True,0.0015138649276815082,39,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159865.SZ,True,0.0015138649276815082,40,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159870.SZ,True,0.0015138649276815082,41,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159928.SZ,True,0.0015138649276815082,42,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159967.SZ,True,0.0015138649276815082,43,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,510300.SH,True,0.0015138649276815082,44,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,510500.SH,True,0.0015138649276815082,45,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512040.SH,True,0.0015138649276815082,46,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512200.SH,True,0.0015138649276815082,47,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512400.SH,True,0.0015138649276815082,48,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512880.SH,True,0.0015138649276815082,49,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512890.SH,True,0.0015138649276815082,50,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,515220.SH,True,0.0015138649276815082,51,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,515880.SH,True,0.0015138649276815082,52,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,588000.SH,True,0.0015138649276815082,53,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159201.SZ,False,,,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159206.SZ,False,,,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159209.SZ,False,,,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159326.SZ,False,,,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159329.SZ,False,,,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159509.SZ,False,,,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159518.SZ,False,,,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159529.SZ,False,,,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159687.SZ,False,,,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513120.SH,False,,,hong_kong,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513290.SH,False,,,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513310.SH,False,,,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513400.SH,False,,,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513730.SH,False,,,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513750.SH,False,,,hong_kong,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,520870.SH,False,,,global,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,563300.SH,False,,,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,588200.SH,False,,,a_share,False
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,588220.SH,False,,,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159985.SZ,True,0.07312859506788977,1,commodity,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513120.SH,True,0.07312859506788977,2,hong_kong,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,164824.SZ,True,0.06995168693365501,3,global,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513180.SH,True,0.06838192011870647,4,hong_kong,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159981.SZ,True,0.06809874575718443,5,commodity,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513290.SH,True,0.06616526851433918,6,global,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,161226.SZ,True,0.06244684188225799,7,commodity,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,160644.SZ,True,0.05694194560299963,8,global,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513100.SH,True,0.05224202077855879,9,global,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,518880.SH,True,0.05075637859269035,10,commodity,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159852.SZ,True,0.048672305191471574,11,a_share,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,515220.SH,True,0.0392322794479034,12,a_share,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512800.SH,True,0.039072442652651175,13,a_share,True
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513080.SH,True,0.037791502273397885,14,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159928.SZ,True,0.02456764321167136,15,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,501018.SH,True,0.019323614788226598,16,commodity,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159980.SZ,True,0.018848567819673583,17,commodity,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159967.SZ,True,0.014585352301951302,18,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,562500.SH,True,0.013575613719776732,19,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,510500.SH,True,0.011625932094549322,20,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512040.SH,True,0.010968023617900361,21,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513030.SH,True,0.005702912039574292,22,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512400.SH,True,0.005654411784978397,23,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513500.SH,True,0.005450538152333936,24,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,510050.SH,True,0.005123198767226918,25,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513070.SH,True,0.004541002456750064,26,hong_kong,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,510210.SH,True,0.004289375237815153,27,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512100.SH,True,0.004289375237815153,28,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159920.SZ,True,0.002751157626774879,29,hong_kong,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159869.SZ,True,0.002339693612587742,30,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,588000.SH,True,0.0021127952670995636,31,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513880.SH,True,0.0019173340973631142,32,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159870.SZ,True,0.0018332094682829954,33,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512880.SH,True,0.0018332094682829954,34,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,515210.SH,True,0.0018332094682829954,35,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159851.SZ,True,0.0017574973021108886,36,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159825.SZ,True,0.0015815822493480843,37,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159901.SZ,True,0.0015815822493480843,38,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159949.SZ,True,0.0015815822493480843,39,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512170.SH,True,0.0015815822493480843,40,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,515880.SH,True,0.0015815822493480843,41,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,516150.SH,True,0.0015815822493480843,42,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159611.SZ,True,0.0015058700831759775,43,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159766.SZ,True,0.0015058700831759775,44,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159796.SZ,True,0.0015058700831759775,45,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159865.SZ,True,0.0015058700831759775,46,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159915.SZ,True,0.0015058700831759775,47,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,510180.SH,True,0.0015058700831759775,48,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,510300.SH,True,0.0015058700831759775,49,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,510880.SH,True,0.0015058700831759775,50,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512200.SH,True,0.0015058700831759775,51,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512660.SH,True,0.0015058700831759775,52,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512890.SH,True,0.0015058700831759775,53,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512980.SH,True,0.0015058700831759775,54,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,515790.SH,True,0.0015058700831759775,55,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159201.SZ,False,,,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159206.SZ,False,,,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159209.SZ,False,,,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159326.SZ,False,,,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159329.SZ,False,,,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159509.SZ,False,,,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159518.SZ,False,,,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159529.SZ,False,,,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159687.SZ,False,,,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513310.SH,False,,,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513400.SH,False,,,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513730.SH,False,,,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513750.SH,False,,,hong_kong,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,520870.SH,False,,,global,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,563300.SH,False,,,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,588200.SH,False,,,a_share,False
rolling_cross_entropy,2022-07-01/2022-12-31,2023-01-01/2023-06-30,588220.SH,False,,,a_share,False
rolling_cross_entropy,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513100.SH,True,0.07288372274590418,1,global,True
rolling_cross_entropy,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159980.SZ,True,0.0725217439118562,2,commodity,True
rolling_cross_entropy,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515880.SH,True,0.07151300546111354,3,a_share,True
rolling_cross_entropy,2023-01-01/2023-06-30,2023-07-01/2023-12-31,518880.SH,True,0.07017103100894193,4,commodity,True
rolling_cross_entropy,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513120.SH,True,0.06288307179293932,5,hong_kong,True
rolling_cross_entropy,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159985.SZ,True,0.058521312255722505,6,commodity,True
rolling_cross_entropy,2023-01-01/2023-06-30,2023-07-01/2023-12-31,161226.SZ,True,0.056955872774052,7,commodity,True
rolling_cross_entropy,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513080.SH,True,0.0519473536201405,8,global,True
rolling_cross_entropy,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159920.SZ,True,0.04788033195324573,9,hong_kong,True
