method,training_period,holding_period,code,eligible,excess_elite_frequency,elite_inclusion_rate,overall_inclusion_rate,rank,group,selected
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512800.SH,True,0.0,0.04,0.04,33,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512880.SH,True,0.0,0.04,0.04,34,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512890.SH,True,0.0,0.08,0.08,35,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513880.SH,True,-0.01999999999999999,0.16,0.18,36,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512980.SH,True,-0.019999999999999997,0.04,0.06,37,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515790.SH,True,-0.019999999999999997,0.04,0.06,38,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159869.SZ,True,-0.02,0.0,0.02,39,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510300.SH,True,-0.02,0.0,0.02,40,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588220.SH,True,-0.020000000000000004,0.08,0.1,41,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513120.SH,True,-0.02999999999999997,0.44,0.47,42,hong_kong,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159766.SZ,True,-0.03,0.08,0.11,43,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512200.SH,True,-0.03,0.0,0.03,44,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159949.SZ,True,-0.030000000000000006,0.04,0.07,45,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510180.SH,True,-0.030000000000000006,0.04,0.07,46,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510880.SH,True,-0.030000000000000006,0.04,0.07,47,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,501018.SH,True,-0.030000000000000027,0.6,0.63,48,commodity,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159326.SZ,True,-0.04,0.0,0.04,49,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159851.SZ,True,-0.04,0.04,0.08,50,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510050.SH,True,-0.04,0.0,0.04,51,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588000.SH,True,-0.04,0.04,0.08,52,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,518880.SH,True,-0.04999999999999993,0.64,0.69,53,commodity,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515220.SH,True,-0.049999999999999996,0.04,0.09,54,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159981.SZ,True,-0.05999999999999994,0.56,0.62,55,commodity,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159209.SZ,True,-0.06,0.0,0.06,56,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159329.SZ,True,-0.06,0.16,0.22,57,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159611.SZ,True,-0.06,0.0,0.06,58,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159825.SZ,True,-0.06,0.0,0.06,59,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588200.SH,True,-0.06,0.0,0.06,60,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510500.SH,True,-0.07,0.0,0.07,61,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513100.SH,True,-0.07,0.24,0.31,62,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513730.SH,True,-0.07,0.16,0.23,63,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513400.SH,True,-0.07999999999999999,0.16,0.24,64,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,562500.SH,True,-0.08,0.0,0.08,65,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,563300.SH,True,-0.09,0.04,0.13,66,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159980.SZ,True,-0.09999999999999998,0.56,0.66,67,commodity,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513080.SH,True,-0.09999999999999998,0.2,0.3,68,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159687.SZ,True,-0.11000000000000001,0.16,0.27,69,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513500.SH,True,-0.14,0.12,0.26,70,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513180.SH,True,-0.25,0.2,0.45,71,hong_kong,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,520870.SH,False,,,,,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588220.SH,True,0.15,0.24,0.09,1,a_share,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159967.SZ,True,0.14,0.2,0.06,2,a_share,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513290.SH,True,0.13999999999999999,0.36,0.22,3,global,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515790.SH,True,0.12000000000000001,0.2,0.08,4,a_share,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515880.SH,True,0.12000000000000001,0.2,0.08,5,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513310.SH,True,0.10000000000000003,0.28,0.18,6,global,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513730.SH,True,0.09999999999999998,0.36,0.26,7,global,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513100.SH,True,0.09,0.32,0.23,8,global,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159985.SZ,True,0.08999999999999997,0.72,0.63,9,commodity,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159915.SZ,True,0.07999999999999999,0.12,0.04,10,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159529.SZ,True,0.07000000000000003,0.28,0.21,11,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513400.SH,True,0.07,0.32,0.25,12,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588200.SH,True,0.06999999999999999,0.12,0.05,13,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512400.SH,True,0.06,0.12,0.06,14,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513070.SH,True,0.06,0.44,0.38,15,hong_kong,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159981.SZ,True,0.050000000000000044,0.76,0.71,16,commodity,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159920.SZ,True,0.04999999999999999,0.44,0.39,17,hong_kong,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510050.SH,True,0.04999999999999999,0.12,0.07,18,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513880.SH,True,0.04999999999999999,0.24,0.19,19,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159869.SZ,True,0.039999999999999994,0.12,0.08,20,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,160644.SZ,True,0.03999999999999998,0.24,0.2,21,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513500.SH,True,0.030000000000000027,0.28,0.25,22,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159870.SZ,True,0.03,0.08,0.05,23,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159901.SZ,True,0.03,0.08,0.05,24,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510500.SH,True,0.03,0.08,0.05,25,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588000.SH,True,0.03,0.08,0.05,26,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513120.SH,True,0.020000000000000018,0.44,0.42,27,hong_kong,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159326.SZ,True,0.02,0.04,0.02,28,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,501018.SH,True,0.010000000000000009,0.68,0.67,29,commodity,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159766.SZ,True,0.010000000000000002,0.04,0.03,30,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512890.SH,True,0.010000000000000002,0.04,0.03,31,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159928.SZ,True,0.009999999999999995,0.08,0.07,32,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510180.SH,True,0.009999999999999995,0.08,0.07,33,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512040.SH,True,0.009999999999999995,0.12,0.11,34,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159851.SZ,True,0.0,0.08,0.08,35,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,518880.SH,True,0.0,0.6,0.6,36,commodity,True
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510210.SH,True,-0.009999999999999995,0.08,0.09,37,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512980.SH,True,-0.009999999999999995,0.08,0.09,38,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159201.SZ,True,-0.010000000000000002,0.04,0.05,39,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512100.SH,True,-0.010000000000000002,0.04,0.05,40,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,516150.SH,True,-0.010000000000000002,0.04,0.05,41,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159509.SZ,True,-0.010000000000000009,0.24,0.25,42,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,161226.SZ,True,-0.010000000000000009,0.64,0.65,43,commodity,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159206.SZ,True,-0.019999999999999997,0.04,0.06,44,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510300.SH,True,-0.019999999999999997,0.04,0.06,45,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512200.SH,True,-0.019999999999999997,0.04,0.06,46,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512800.SH,True,-0.019999999999999997,0.04,0.06,47,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,562500.SH,True,-0.019999999999999997,0.04,0.06,48,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159796.SZ,True,-0.020000000000000004,0.08,0.1,49,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513750.SH,True,-0.020000000000000018,0.44,0.46,50,hong_kong,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,164824.SZ,True,-0.03,0.12,0.15,51,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159209.SZ,True,-0.030000000000000006,0.04,0.07,52,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515220.SH,True,-0.030000000000000006,0.04,0.07,53,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159687.SZ,True,-0.030000000000000027,0.24,0.27,54,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159825.SZ,True,-0.04,0.04,0.08,55,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512660.SH,True,-0.04,0.04,0.08,56,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512880.SH,True,-0.06,0.0,0.06,57,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515210.SH,True,-0.06,0.0,0.06,58,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159949.SZ,True,-0.060000000000000005,0.04,0.1,59,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159611.SZ,True,-0.08,0.0,0.08,60,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510880.SH,True,-0.08,0.0,0.08,61,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513080.SH,True,-0.08000000000000002,0.2,0.28,62,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159852.SZ,True,-0.09,0.0,0.09,63,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159865.SZ,True,-0.09,0.0,0.09,64,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,563300.SH,True,-0.09,0.0,0.09,65,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159329.SZ,True,-0.09999999999999998,0.2,0.3,66,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512170.SH,True,-0.1,0.0,0.1,67,a_share,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513180.SH,True,-0.10999999999999999,0.24,0.35,68,hong_kong,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,520870.SH,True,-0.13,0.08,0.21,69,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159518.SZ,True,-0.13999999999999999,0.16,0.3,70,global,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159980.SZ,True,-0.14,0.6,0.74,71,commodity,False
rolling_elite_frequency,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513030.SH,True,-0.16999999999999998,0.08,0.25,72,global,False
