method,training_year,holding_year,code,eligible,posterior_mean_sharpe,observations,rank,group,selected
rolling_ucb_sampling,2025,2026,159529.SZ,True,1.312437909088771,28.0,20,global,False
rolling_ucb_sampling,2025,2026,510180.SH,True,1.309082751949618,8.0,21,a_share,False
rolling_ucb_sampling,2025,2026,510210.SH,True,1.3085444445254344,9.0,22,a_share,False
rolling_ucb_sampling,2025,2026,161226.SZ,True,1.3055318479929587,68.0,23,commodity,True
rolling_ucb_sampling,2025,2026,159766.SZ,True,1.2953287069348647,7.0,24,a_share,False
rolling_ucb_sampling,2025,2026,512880.SH,True,1.292934596084342,7.0,25,a_share,False
rolling_ucb_sampling,2025,2026,513400.SH,True,1.2906739301283874,35.0,26,global,False
rolling_ucb_sampling,2025,2026,513030.SH,True,1.2802378683365279,26.0,27,global,False
rolling_ucb_sampling,2025,2026,513070.SH,True,1.277123859721269,43.0,28,hong_kong,True
rolling_ucb_sampling,2025,2026,159865.SZ,True,1.266447815861442,12.0,29,a_share,False
rolling_ucb_sampling,2025,2026,159201.SZ,True,1.2655483154631015,12.0,30,a_share,False
rolling_ucb_sampling,2025,2026,513750.SH,True,1.2604802214321664,44.0,31,hong_kong,False
rolling_ucb_sampling,2025,2026,510300.SH,True,1.2532137372690082,6.0,32,a_share,False
rolling_ucb_sampling,2025,2026,159329.SZ,True,1.2416714759279404,16.0,33,global,False
rolling_ucb_sampling,2025,2026,588220.SH,True,1.2404727619769602,8.0,34,a_share,False
rolling_ucb_sampling,2025,2026,512100.SH,True,1.2256012425283882,6.0,35,a_share,False
rolling_ucb_sampling,2025,2026,159980.SZ,True,1.2144005480316518,66.0,36,commodity,True
rolling_ucb_sampling,2025,2026,512660.SH,True,1.2087958265419962,7.0,37,a_share,False
rolling_ucb_sampling,2025,2026,164824.SZ,True,1.1912382605571574,17.0,38,global,False
rolling_ucb_sampling,2025,2026,160644.SZ,True,1.1852441349111258,30.0,39,global,False
rolling_ucb_sampling,2025,2026,513100.SH,True,1.1809228098216338,23.0,40,global,False
rolling_ucb_sampling,2025,2026,513500.SH,True,1.1741036505903517,18.0,41,global,False
rolling_ucb_sampling,2025,2026,159901.SZ,True,1.1673390401343056,4.0,42,a_share,False
rolling_ucb_sampling,2025,2026,562500.SH,True,1.166920807696795,4.0,43,a_share,False
rolling_ucb_sampling,2025,2026,159981.SZ,True,1.1606219002156046,58.0,44,commodity,True
rolling_ucb_sampling,2025,2026,159985.SZ,True,1.1491338715352886,63.0,45,commodity,False
rolling_ucb_sampling,2025,2026,501018.SH,True,1.148817594335663,65.0,46,commodity,False
rolling_ucb_sampling,2025,2026,159611.SZ,True,1.1398010490094765,7.0,47,a_share,False
rolling_ucb_sampling,2025,2026,159920.SZ,True,1.1279736160542093,30.0,48,hong_kong,False
rolling_ucb_sampling,2025,2026,159915.SZ,True,1.1251515357101909,9.0,49,a_share,False
rolling_ucb_sampling,2025,2026,516150.SH,True,1.1233135271724268,6.0,50,a_share,False
rolling_ucb_sampling,2025,2026,159687.SZ,True,1.0947548476561086,26.0,51,global,False
rolling_ucb_sampling,2025,2026,159949.SZ,True,1.088972823995537,4.0,52,a_share,False
rolling_ucb_sampling,2025,2026,513730.SH,True,1.0870760266253865,21.0,53,global,False
rolling_ucb_sampling,2025,2026,159851.SZ,True,1.0499995722319044,7.0,54,a_share,False
rolling_ucb_sampling,2025,2026,512040.SH,True,0.99802714099527,4.0,55,a_share,False
rolling_ucb_sampling,2025,2026,513080.SH,True,0.9792388829072807,22.0,56,global,False
rolling_ucb_sampling,2025,2026,513180.SH,True,0.9570431289394692,25.0,57,hong_kong,False
rolling_ucb_sampling,2025,2026,159518.SZ,True,0.9100568425364266,14.0,58,global,False
rolling_ucb_sampling,2025,2026,510880.SH,True,0.9029899511029663,5.0,59,a_share,False
rolling_ucb_sampling,2025,2026,588000.SH,True,0.8837249236015182,3.0,60,a_share,False
rolling_ucb_sampling,2025,2026,159870.SZ,True,0.8397467389093574,8.0,61,a_share,False
rolling_ucb_sampling,2025,2026,515220.SH,True,0.8326014307499392,5.0,62,a_share,False
rolling_ucb_sampling,2025,2026,159967.SZ,True,0.7692261433645844,8.0,63,a_share,False
rolling_ucb_sampling,2025,2026,510050.SH,True,0.6498264641484581,4.0,64,a_share,False
rolling_ucb_sampling,2025,2026,563300.SH,True,0.3306334155408639,2.0,65,a_share,False
rolling_ucb_sampling,2025,2026,159869.SZ,True,0.2632485234477883,2.0,66,a_share,False
rolling_ucb_sampling,2025,2026,512200.SH,True,0.13063236448368196,3.0,67,a_share,False
rolling_ucb_sampling,2025,2026,512980.SH,True,0.10691434762374924,2.0,68,a_share,False
rolling_ucb_sampling,2025,2026,159326.SZ,True,0.0,0.0,69,a_share,False
rolling_ucb_sampling,2025,2026,159852.SZ,True,0.0,0.0,70,a_share,False
rolling_ucb_sampling,2025,2026,512800.SH,True,0.0,0.0,71,a_share,False
rolling_ucb_sampling,2025,2026,520870.SH,False,,,,global,False
