method,training_year,holding_year,code,eligible,sampling_probability,rank,group,selected
rolling_cross_entropy,2025,2026,159870.SZ,True,0.0014724715857448293,54,a_share,False
rolling_cross_entropy,2025,2026,159928.SZ,True,0.0014724715857448293,55,a_share,False
rolling_cross_entropy,2025,2026,159949.SZ,True,0.0014724715857448293,56,a_share,False
rolling_cross_entropy,2025,2026,510050.SH,True,0.0014724715857448293,57,a_share,False
rolling_cross_entropy,2025,2026,510180.SH,True,0.0014724715857448293,58,a_share,False
rolling_cross_entropy,2025,2026,510210.SH,True,0.0014724715857448293,59,a_share,False
rolling_cross_entropy,2025,2026,512040.SH,True,0.0014724715857448293,60,a_share,False
rolling_cross_entropy,2025,2026,512100.SH,True,0.0014724715857448293,61,a_share,False
rolling_cross_entropy,2025,2026,512170.SH,True,0.0014724715857448293,62,a_share,False
rolling_cross_entropy,2025,2026,512200.SH,True,0.0014724715857448293,63,a_share,False
rolling_cross_entropy,2025,2026,512660.SH,True,0.0014724715857448293,64,a_share,False
rolling_cross_entropy,2025,2026,512880.SH,True,0.0014724715857448293,65,a_share,False
rolling_cross_entropy,2025,2026,512890.SH,True,0.0014724715857448293,66,a_share,False
rolling_cross_entropy,2025,2026,512980.SH,True,0.0014724715857448293,67,a_share,False
rolling_cross_entropy,2025,2026,513080.SH,True,0.0014724715857448293,68,global,False
rolling_cross_entropy,2025,2026,513880.SH,True,0.0014724715857448293,69,global,False
rolling_cross_entropy,2025,2026,515220.SH,True,0.0014724715857448293,70,a_share,False
rolling_cross_entropy,2025,2026,515790.SH,True,0.0014724715857448293,71,a_share,False
rolling_cross_entropy,2025,2026,520870.SH,False,,,global,False
